circuitId,driverId,position
1,1,1.662902638369322
1,2,4.674938966869269
1,3,2.349150918651826
1,4,5.6572481820644445
1,5,1.8499501114473875
1,6,5.59359796550199
1,7,11.238915470494419
1,8,5.258050286592277
1,9,2.971914434219251
1,10,3.3216287090204135
1,11,1.4917815133576315
1,12,3.7191904047976023
1,13,5.687564001982845
1,14,4.973405034390912
1,15,4.449931163772186
1,16,3.538031150424203
1,17,4.69882679054433
1,18,4.44694077311418
1,19,3.84935064935065
1,20,0.9460400184107084
1,21,5.511447473566629
1,22,3.447436812643405
1,23,4.491851395730707
1,24,2.838918838465116
1,25,5.146552742493516
1,26,0.7328390420495684
1,27,1.6257936507936506
1,30,2.14199997671169
1,31,2.6155048869274
1,32,2.3342598921546265
1,33,2.9821303452882346
1,34,3.20614954577219
1,35,2.857045734470619
1,37,2.8968233967005506
1,39,1.250505050505048
1,40,0.7394775036284488
1,41,4.5868508739751075
1,42,3.318250377073906
1,43,4.91369047619048
1,44,3.7792354620006945
1,45,2.253872053872052
1,46,0.5869324473975632
1,47,0.4358974358974363
1,48,11.621253132832063
1,49,3.497368490301791
1,50,8.74791979949875
1,51,4.195833333333334
1,52,6.7
1,54,8.165413533834593
1,55,2.7578091828828035
1,56,3.117134791000486
1,57,6.82169792296834
1,58,0.0
1,59,0.5833333333333341
1,60,7.948717948717928
1,62,1.651851851851854
1,63,2.8049457327502183
1,64,4.130316201158356
1,65,1.1672932330827073
1,67,3.008112954800795
1,68,8.744987468671681
1,69,15.119628339140526
1,70,3.5236842105263144
1,71,0.879418373520007
1,73,4.501212121212115
1,74,1.0844155844155847
1,75,4.283116883116883
1,76,0.592857142857143
1,77,1.6557773744706625
1,78,0.3402903811252273
1,79,1.881237102204843
1,83,3.5516840882694627
1,84,
1,153,4.088054187192123
1,154,6.558775092767778
1,155,1.849667271627348
1,807,1.4181846007390477
1,808,2.8118525563812224
1,810,0.9984615384615354
1,811,2.083333333333333
1,812,1.824383164005803
1,813,2.5175788124108376
1,814,2.465841327456571
1,815,3.9511392509486867
1,816,2.3340321453528943
1,817,3.581227258472671
1,818,3.3963428686659185
1,819,1.8200184249712552
1,820,1.7892075517075523
1,821,5.349373433583963
1,822,4.156644690544097
1,823,1.84642857142857
1,824,2.1082617257429255
1,825,4.940778501916351
1,826,3.1288087643350786
1,828,1.9379795064005563
1,830,2.794730801163388
1,831,1.5476672676990295
1,832,3.0936991381274495
1,835,2.313157894736841
1,836,2.4100649350649324
1,837,0.6838235294117647
1,838,1.674002273185578
1,839,2.5548334655866416
1,840,5.026978379303697
1,841,3.003044859623807
1,842,5.5803999388391405
1,843,2.5639097744360906
1,844,1.4810445654365767
1,845,0.0
1,846,1.7429133177772014
1,847,0.7528099244977655
1,848,10.030302048224009
1,849,0.9680451127819564
1,852,5.160401002506272
1,854,3.562656641604009
1,855,3.5027223230490003
2,1,1.6331621945991452
2,2,3.1444605249669033
2,3,4.7350965324375665
2,4,3.6075541307554126
2,5,2.2370812219649445
2,6,2.4441480128942095
2,7,2.1225806451612907
2,8,6.667148954321701
2,9,7.583858425525089
2,10,3.7140324425017077
2,11,6.055241969770259
2,12,2.523898547688871
2,13,4.433968830027414
2,14,1.327603322603323
2,15,3.1117064445247276
2,16,5.229414293607147
2,17,4.661280781243035
2,18,5.44273481121853
2,19,1.66980920314254
2,20,2.6627096654773603
2,21,3.1252088453534084
2,22,2.926448824156338
2,23,2.5267510148001104
2,24,5.565840659811122
2,25,2.8561688311688322
2,26,1.379471544715448
2,27,1.750335026232178
2,30,5.6743528357164745
2,31,3.442302351736314
2,32,1.9952867502867537
2,33,2.7487905176584406
2,34,0.7670454545454478
2,35,1.244546478934778
2,37,6.73230840903797
2,39,7.968815833595712
2,40,2.0
2,41,3.115217391304347
2,42,1.2433217189314754
2,43,3.142760942760944
2,44,1.4770202020202015
2,45,3.836477987421401
2,46,1.727140783744563
2,47,1.9769984917043693
2,48,0.8453944203944199
2,49,10.33520251935346
2,50,4.077470786294317
2,51,3.3109756097561047
2,52,3.311784511784509
2,54,2.54367575122292
2,55,2.654072697626156
2,56,2.3381810718017624
2,57,8.699506974506965
2,58,0.8800000000000004
2,59,1.4245614035087715
2,60,2.06101685376618
2,62,1.7339901477832522
2,63,6.553102627630928
2,64,6.46247357293869
2,65,3.54671870682509
2,66,3.580471380471382
2,67,2.8371156833800515
2,68,2.476190476190476
2,69,1.6952380952380943
2,70,3.717171717171715
2,153,2.000799663299666
2,154,4.295793249959919
2,155,3.1304783079239593
2,807,5.195298220298221
2,808,3.0385673982645813
2,810,2.220609579100148
2,811,22.279197518168097
2,812,3.986937590711176
2,813,5.006400895619822
2,814,8.173484848484852
2,815,4.693891903855672
2,816,1.101045296167239
2,817,5.423757664682035
2,818,4.4412719633307844
2,819,4.450600343053172
2,820,1.1977638015373844
2,821,1.7282550114335449
2,822,3.8149350649350717
2,823,1.1952861952861953
2,824,1.5517255892255888
2,825,2.3967452300785634
2,826,2.355780022446685
2,828,1.8649704593100809
2,830,1.242207792207793
2,831,2.4554750402576526
2,832,6.824889839832367
2,833,1.6284470246734406
2,835,3.0387025012024984
2,836,1.3646464646464649
2,838,2.494949494949496
2,839,9.368350168350169
2,840,2.563636363636363
2,842,2.105723905723908
3,1,2.175049691327887
3,2,2.593452001215159
3,3,4.351982635159328
3,4,4.305855957290197
3,5,2.2188838328686904
3,6,1.7694022289766942
3,7,2.309714627477785
3,8,2.605477055258924
3,9,2.453220352468471
3,10,2.889650578466368
3,11,2.583709763559347
3,12,2.827578561789088
3,13,5.549158047466316
3,14,3.592771387342816
3,15,1.478639510030487
3,16,3.750247038230834
3,17,2.0004073618918654
3,18,2.5927676129277963
3,19,3.118826075884901
3,20,2.2377926999700457
3,21,6.858425419609631
3,22,4.228294297896875
3,23,6.217738949646842
3,24,1.3422316780963397
3,25,2.663636363636363
3,26,1.5737012987012982
3,27,2.651533232665314
3,30,3.6612513426423208
3,31,2.1105263157894734
3,32,2.0358310549100014
3,33,1.9794612794612816
3,34,0.6554621848739512
3,35,2.016782676346762
3,37,1.3523113338902781
3,39,0.5336700336700281
3,40,2.3759608665269045
3,43,1.942532467532468
3,44,3.578896103896106
3,45,2.795959595959596
3,46,0.4083710407239824
3,47,0.6316067653276959
3,67,3.3232950624254984
3,153,0.4132653061224482
3,154,3.2145651771474135
3,155,5.132448545606441
3,807,3.7860305682664857
3,808,0.670129870129869
3,810,0.5
3,811,1.9623437949603333
3,812,
3,813,6.33058014354067
3,814,6.964912280701755
3,815,6.0270289881275625
3,817,3.328952912685148
3,818,2.0052869100856707
3,819,2.058370976849239
3,820,3.463183526999314
3,821,4.417189340873552
3,822,4.51017243970504
3,823,0.3319865319865328
3,824,1.8855519480519454
3,825,3.1075558901962004
3,826,4.957961023587098
3,828,5.378786641929499
3,829,1.105723905723906
3,830,3.7071006246354177
3,831,3.199188311688313
3,832,3.982044145777603
3,833,0.7354996505939878
3,835,2.035064935064937
3,836,4.177922077922079
3,837,1.688311688311689
3,838,5.941233766233764
3,839,3.3132691297776984
3,840,2.5071699018372526
3,841,3.2342609530283646
3,842,3.9994732187927755
3,843,9.210064935064937
3,844,1.6645158350421503
3,845,3.4646103896103937
3,846,3.1459355924256958
3,847,3.8433023060311706
3,848,3.417915654211712
3,849,1.5612548622687947
3,850,1.107725207163862
3,851,1.260625501202884
3,852,4.06746126680337
3,854,2.5193191311612333
3,855,5.752506265664165
4,1,4.392205988455987
4,2,5.295106134894082
4,3,2.4384971786343734
4,4,2.482045281617026
4,5,3.6562122983399576
4,6,5.971037296037297
4,7,0.0
4,8,5.455848285221123
4,9,0.7363869463869461
4,10,2.234507340777502
4,11,3.1788218577503367
4,12,7.010016025641024
4,13,3.4356505620723903
4,14,4.32991520326079
4,15,2.8063386599586684
4,16,4.552099781938493
4,17,3.6430826433667347
